current_season,month,numerator,population,jurisdiction,estimate,age_group_label,legend 
2022-23,MAY,,,Massachusetts,,Overall,"2022-23, Massachusetts: Overall"
2022-23,OCT,444827,1180543,Tennessee,0.3768,65+ years,"2022-23, Tennessee: 65+ years"
2023-24,AUG,1782,553690.5,Puerto Rico,0.0032,6 months to 17 years,"2023-24, Puerto Rico: 6 months to 17 years"
2023-24,AUG,59900,12517504,Illinois,0.0048,Overall,"2023-24, Illinois: Overall"
2023-24,DEC,980214,5774978,Arizona,0.1697,18+ years,"2023-24, Arizona: 18+ years"
2021-22,APR,44588,310939,Alabama,0.1434,13-17 years,"2021-22, Alabama: 13-17 years"
2021-22,AUG,235,187055,Puerto Rico,0.0013,13-17 years,"2021-22, Puerto Rico: 13-17 years"
2022-23,AUG,0,10568,Republic of Palau,0,18-49 years,"2022-23, Republic of Palau: 18-49 years"
2022-23,DEC,158951,514913,New York (excluding New York City),0.3087,9-12 years,"2022-23, New York (excluding New York City): 9-12 years"
2022-23,OCT,1678,34647,Federated States of Micronesia,0.0484,6 months to 17 years,"2022-23, Federated States of Micronesia: 6 months to 17 years"
2023-24,FEB,103792,378031,Maryland,0.2746,13-17 years,"2023-24, Maryland: 13-17 years"
2023-24,FEB,138127,626171,Illinois,0.2206,9-12 years,"2023-24, Illinois: 9-12 years"
2023-24,JUL,0,45161,Delaware,0,5-8 years,"2023-24, Delaware: 5-8 years"
2023-24,OCT,20015,310939,Alabama,0.0644,13-17 years,"2023-24, Alabama: 13-17 years"
2021-22,DEC,26605,79533.5,Kentucky,0.3345,6-23 months,"2021-22, Kentucky: 6-23 months"
2021-22,JUN,1082336,2060818,New York (excluding New York City),0.5252,65+ years,"2021-22, New York (excluding New York City): 65+ years"
2021-22,NOV,1233430,6559310,New York City,0.188,18+ years,"2021-22, New York City: 18+ years"
2022-23,AUG,9957,2314476,Ohio,0.0043,50-64 years,"2022-23, Ohio: 50-64 years"
2022-23,FEB,57516,247042,Tennessee,0.2328,2-4 years,"2022-23, Tennessee: 2-4 years"
2022-23,JAN,44325,147011,Utah,0.3015,2-4 years,"2022-23, Utah: 2-4 years"
2022-23,JUN,158439,626171,Illinois,0.253,9-12 years,"2022-23, Illinois: 9-12 years"
2022-23,MAR,72609,329715,North Dakota,0.2202,18-49 years,"2022-23, North Dakota: 18-49 years"
2022-23,MAR,91416,396292,Georgia,0.2307,2-4 years,"2022-23, Georgia: 2-4 years"
2022-23,MAY,805,8151,Marshall Islands,0.0988,13-17 years,"2022-23, Marshall Islands: 13-17 years"
2023-24,OCT,69809,507668,Maine,0.1375,18-49 years,"2023-24, Maine: 18-49 years"
2021-22,APR,2017170,6021010.5,Maryland,0.335,Overall,"2021-22, Maryland: Overall"
2021-22,DEC,554227,2440679,Nevada,0.2271,18+ years,"2021-22, Nevada: 18+ years"
2021-22,FEB,1353046,5373433,Tennessee,0.2518,18+ years,"2021-22, Tennessee: 18+ years"
2021-22,JAN,93718,292636,Minnesota,0.3203,9-12 years,"2021-22, Minnesota: 9-12 years"
2021-22,JUL,,,Kansas,,2-4 years,"2021-22, Kansas: 2-4 years"
2021-22,JUN,751539,3120407,Nevada,0.2408,Overall,"2021-22, Nevada: Overall"
2023-24,JUL,,,Hawaii,,18+ years,"2023-24, Hawaii: 18+ years"
2023-24,OCT,,,Massachusetts,,9-12 years,"2023-24, Massachusetts: 9-12 years"
2022-23,NOV,125984,941363,Florida,0.1338,5-8 years,"2022-23, Florida: 5-8 years"
2022-23,NOV,127494,712915,Oklahoma,0.1788,50-64 years,"2022-23, Oklahoma: 50-64 years"
2023-24,DEC,324563,1268024,Minnesota,0.256,6 months to 17 years,"2023-24, Minnesota: 6 months to 17 years"
2023-24,JUL,36,1661189,Oklahoma,0,18-49 years,"2023-24, Oklahoma: 18-49 years"
2023-24,JUL,91,2857609,Tennessee,0,18-49 years,"2023-24, Tennessee: 18-49 years"
2023-24,JUL,11,155850,New York City,0.0001,6-23 months,"2023-24, New York City: 6-23 months"
2021-22,MAR,158088,587166,Nevada,0.2692,50-64 years,"2021-22, Nevada: 50-64 years"
2021-22,NOV,23718,236563,Wyoming,0.1003,18-49 years,"2021-22, Wyoming: 18-49 years"
2021-22,SEP,12895,163419,Connecticut,0.0789,9-12 years,"2021-22, Connecticut: 9-12 years"
2022-23,AUG,1801,515686,Pennsylvania (excluding Philadelphia County),0.0035,9-12 years,"2022-23, Pennsylvania (excluding Philadelphia County): 9-12 years"
2022-23,MAY,,,Virginia,,5-8 years,"2022-23, Virginia: 5-8 years"
2022-23,MAY,62829,130262.5,Washington,0.4823,6-23 months,"2022-23, Washington: 6-23 months"
2021-22,APR,,,South Carolina,,13-17 years,"2021-22, South Carolina: 13-17 years"
2021-22,JUN,,,Massachusetts,,65+ years,"2021-22, Massachusetts: 65+ years"
2021-22,MAY,1904450,4574131,Wisconsin,0.4164,18+ years,"2021-22, Wisconsin: 18+ years"
2021-22,OCT,327123,6947836,New Jersey,0.0471,18+ years,"2021-22, New Jersey: 18+ years"
2022-23,MAR,,,Kansas,,18-49 years,"2022-23, Kansas: 18-49 years"
2023-24,AUG,,,Massachusetts,,50-64 years,"2023-24, Massachusetts: 50-64 years"
2023-24,DEC,,,Kansas,,18+ years,"2023-24, Kansas: 18+ years"
2023-24,OCT,48902,291284,Minnesota,0.1679,5-8 years,"2023-24, Minnesota: 5-8 years"
2023-24,SEP,,,Hawaii,,6 months to 17 years,"2023-24, Hawaii: 6 months to 17 years"
2023-24,SEP,7015,123698.5,Arizona,0.0567,6-23 months,"2023-24, Arizona: 6-23 months"
2021-22,NOV,110953,562524,New Jersey,0.1972,13-17 years,"2021-22, New Jersey: 13-17 years"
2022-23,APR,701,5706,Federated States of Micronesia,0.1229,2-4 years,"2022-23, Federated States of Micronesia: 2-4 years"
2022-23,APR,391004,1227144.5,Wisconsin,0.3186,6 months to 17 years,"2022-23, Wisconsin: 6 months to 17 years"
2022-23,FEB,1249575,7246622.5,Texas,0.1724,6 months to 17 years,"2022-23, Texas: 6 months to 17 years"
2022-23,FEB,829,21412.5,Republic of Palau,0.0387,Overall,"2022-23, Republic of Palau: Overall"
2022-23,JAN,453337,1966287,California,0.2306,5-8 years,"2022-23, California: 5-8 years"
2023-24,AUG,5271,2315421,Minnesota,0.0023,18-49 years,"2023-24, Minnesota: 18-49 years"
2023-24,DEC,52396,199448,Wisconsin,0.2627,2-4 years,"2023-24, Wisconsin: 2-4 years"
2023-24,DEC,,,Rhode Island,,6-23 months,"2023-24, Rhode Island: 6-23 months"
2023-24,DEC,1001651,3380729,Oregon,0.2963,18+ years,"2023-24, Oregon: 18+ years"
2023-24,OCT,,,New Hampshire,,18-49 years,"2023-24, New Hampshire: 18-49 years"
2023-24,OCT,1222,9510.5,Wyoming,0.1285,6-23 months,"2023-24, Wyoming: 6-23 months"
2021-22,APR,699690,2315421,Minnesota,0.3022,18-49 years,"2021-22, Minnesota: 18-49 years"
2021-22,AUG,89,26358,District of Columbia,0.0034,9-12 years,"2021-22, District of Columbia: 9-12 years"
2021-22,JAN,8979,37112,Montana,0.2419,2-4 years,"2021-22, Montana: 2-4 years"
2021-22,OCT,246822,645996,Connecticut,0.3821,65+ years,"2021-22, Connecticut: 65+ years"
2022-23,AUG,163,302877,Missouri,0.0005,5-8 years,"2022-23, Missouri: 5-8 years"
2022-23,AUG,4159,1428520,West Virginia,0.0029,18+ years,"2022-23, West Virginia: 18+ years"
2023-24,FEB,135863,226967,Philadelphia,0.5986,65+ years,"2023-24, Philadelphia: 65+ years"
2023-24,JAN,238997,784957,Oregon,0.3045,50-64 years,"2023-24, Oregon: 50-64 years"
2023-24,OCT,,,South Carolina,,5-8 years,"2023-24, South Carolina: 5-8 years"
2023-24,OCT,1548,27742,Guam,0.0558,50-64 years,"2023-24, Guam: 50-64 years"
2022-23,FEB,2044196,6027818,Washington,0.3391,18+ years,"2022-23, Washington: 18+ years"
2022-23,JAN,72737,383258,Delaware,0.1898,18-49 years,"2022-23, Delaware: 18-49 years"
2022-23,JUN,119033,547437,Georgia,0.2174,5-8 years,"2022-23, Georgia: 5-8 years"
2022-23,JUN,,,Hawaii,,6-23 months,"2022-23, Hawaii: 6-23 months"
2022-23,SEP,13837,364081,West Virginia,0.038,50-64 years,"2022-23, West Virginia: 50-64 years"
2023-24,FEB,11848,34451,New Mexico,0.3439,6-23 months,"2023-24, New Mexico: 6-23 months"
2021-22,APR,582852,2330808,Arkansas,0.2501,18+ years,"2021-22, Arkansas: 18+ years"
2021-22,JAN,671,31335,American Samoa,0.0214,18+ years,"2021-22, American Samoa: 18+ years"
2021-22,JUN,65979,430356,Montana,0.1533,18-49 years,"2021-22, Montana: 18-49 years"
2021-22,SEP,14426,222285,Connecticut,0.0649,13-17 years,"2021-22, Connecticut: 13-17 years"
2022-23,APR,,,Colorado,,6 months to 17 years,"2022-23, Colorado: 6 months to 17 years"
2022-23,JAN,1805287,4574131,Wisconsin,0.3947,18+ years,"2022-23, Wisconsin: 18+ years"
2023-24,DEC,473870,1568273.5,Philadelphia,0.3022,Overall,"2023-24, Philadelphia: Overall"
2023-24,JAN,96125,417969,Ohio,0.23,2-4 years,"2023-24, Ohio: 2-4 years"
2023-24,NOV,67530,371308,Minnesota,0.1819,13-17 years,"2023-24, Minnesota: 13-17 years"
2023-24,NOV,204,38581,U.S. Virgin Islands ,0.0053,18-49 years,"2023-24, U.S. Virgin Islands : 18-49 years"
2023-24,NOV,945340,2060818,New York (excluding New York City),0.4587,65+ years,"2023-24, New York (excluding New York City): 65+ years"
2023-24,NOV,73,6226,U.S. Virgin Islands ,0.0117,9-12 years,"2023-24, U.S. Virgin Islands : 9-12 years"
2021-22,AUG,12,31095,Wyoming,0.0004,9-12 years,"2021-22, Wyoming: 9-12 years"
2021-22,JUL,4,224000.5,Montana,0,6 months to 17 years,"2021-22, Montana: 6 months to 17 years"
2021-22,MAR,149479,446316,Illinois,0.3349,2-4 years,"2021-22, Illinois: 2-4 years"
2021-22,NOV,0,1099,Republic of Palau,0,9-12 years,"2021-22, Republic of Palau: 9-12 years"
2022-23,JAN,974542,2838054,Connecticut,0.3434,18+ years,"2022-23, Connecticut: 18+ years"
2022-23,MAR,16057,54432.5,Arkansas,0.295,6-23 months,"2022-23, Arkansas: 6-23 months"
2022-23,OCT,1341154,6021010.5,Maryland,0.2227,Overall,"2022-23, Maryland: Overall"
2023-24,JAN,,,Virginia,,18+ years,"2023-24, Virginia: 18+ years"
2023-24,NOV,64184,370797,Wisconsin,0.1731,13-17 years,"2023-24, Wisconsin: 13-17 years"
2021-22,FEB,5829,46976.5,American Samoa,0.1241,Overall,"2021-22, American Samoa: Overall"
2021-22,JAN,16659,59835,South Dakota,0.2784,13-17 years,"2021-22, South Dakota: 13-17 years"
2022-23,JUL,6,136345,Puerto Rico,0,9-12 years,"2022-23, Puerto Rico: 9-12 years"
2022-23,JUN,39449,118179,Iowa,0.3338,2-4 years,"2022-23, Iowa: 2-4 years"
2022-23,MAY,118847,547437,Georgia,0.2171,5-8 years,"2022-23, Georgia: 5-8 years"
2022-23,NOV,40928,130824,North Dakota,0.3128,50-64 years,"2022-23, North Dakota: 50-64 years"
2022-23,SEP,78976,2247245.5,North Carolina,0.0351,6 months to 17 years,"2022-23, North Carolina: 6 months to 17 years"
2023-24,AUG,43530,8200096,New York City,0.0053,Overall,"2023-24, New York City: Overall"
2023-24,DEC,451511,789527,Oregon,0.5719,65+ years,"2023-24, Oregon: 65+ years"
2023-24,DEC,111432,360714,New York City,0.3089,9-12 years,"2023-24, New York City: 9-12 years"
2021-22,AUG,,,Hawaii,,2-4 years,"2021-22, Hawaii: 2-4 years"
2021-22,JAN,1219296,10541669,North Carolina,0.1157,Overall,"2021-22, North Carolina: Overall"
2021-22,JUN,153487,564552,Arkansas,0.2719,50-64 years,"2021-22, Arkansas: 50-64 years"
2021-22,MAY,10795,32005,District of Columbia,0.3373,5-8 years,"2021-22, District of Columbia: 5-8 years"
2021-22,OCT,,,Virginia,,50-64 years,"2021-22, Virginia: 50-64 years"
2022-23,DEC,3410,74811,Puerto Rico,0.0456,2-4 years,"2022-23, Puerto Rico: 2-4 years"
2022-23,JUL,46,640160,Puerto Rico,0.0001,50-64 years,"2022-23, Puerto Rico: 50-64 years"
2022-23,MAR,160951,587166,Nevada,0.2741,50-64 years,"2022-23, Nevada: 50-64 years"
2022-23,MAR,197,1992,Republic of Palau,0.0989,65+ years,"2022-23, Republic of Palau: 65+ years"
2023-24,JUL,0,2593,Marshall Islands,0,6-23 months,"2023-24, Marshall Islands: 6-23 months"
2021-22,FEB,212559,678480,New York (excluding New York City),0.3133,13-17 years,"2021-22, New York (excluding New York City): 13-17 years"
2021-22,MAY,1295407,7246622.5,Texas,0.1788,6 months to 17 years,"2021-22, Texas: 6 months to 17 years"
2021-22,NOV,74992,370797,Wisconsin,0.2022,13-17 years,"2021-22, Wisconsin: 13-17 years"
2022-23,JUN,47995,95451.5,Wisconsin,0.5028,6-23 months,"2022-23, Wisconsin: 6-23 months"
2022-23,MAR,472804,1308751,New York City,0.3613,65+ years,"2022-23, New York City: 65+ years"
2022-23,OCT,66465,157177,South Dakota,0.4229,65+ years,"2022-23, South Dakota: 65+ years"
2023-24,DEC,318886,1375870,Idaho,0.2318,18+ years,"2023-24, Idaho: 18+ years"
2023-24,NOV,35359,207146,Montana,0.1707,50-64 years,"2023-24, Montana: 50-64 years"
2023-24,OCT,23942,245322,Alabama,0.0976,9-12 years,"2023-24, Alabama: 9-12 years"
2021-22,JAN,,,Rhode Island,,6 months to 17 years,"2021-22, Rhode Island: 6 months to 17 years"
2021-22,NOV,39872,147011,Utah,0.2712,2-4 years,"2021-22, Utah: 2-4 years"
2021-22,OCT,147,6780,Marshall Islands,0.0217,9-12 years,"2021-22, Marshall Islands: 9-12 years"
2021-22,SEP,,,Rhode Island,,18-49 years,"2021-22, Rhode Island: 18-49 years"
2022-23,JUN,147372,434609,New Jersey,0.3391,9-12 years,"2022-23, New Jersey: 9-12 years"
2022-23,MAY,536794,2247245.5,North Carolina,0.2389,6 months to 17 years,"2022-23, North Carolina: 6 months to 17 years"
2022-23,OCT,38383,351878,Indiana,0.1091,9-12 years,"2022-23, Indiana: 9-12 years"
2023-24,OCT,,,South Carolina,,18+ years,"2023-24, South Carolina: 18+ years"
2023-24,SEP,2550,166917,Guam,0.0153,Overall,"2023-24, Guam: Overall"
2021-22,APR,134549,552427,Alaska,0.2436,18+ years,"2021-22, Alaska: 18+ years"
2021-22,AUG,697,547437,Georgia,0.0013,5-8 years,"2021-22, Georgia: 5-8 years"
2021-22,AUG,3818,1091861,Minnesota,0.0035,50-64 years,"2021-22, Minnesota: 50-64 years"
2021-22,DEC,792985,4616751,Louisiana,0.1718,Overall,"2021-22, Louisiana: Overall"
2021-22,MAR,166778,857079,New Mexico,0.1946,18-49 years,"2021-22, New Mexico: 18-49 years"
2022-23,FEB,56981,347543.5,West Virginia,0.164,6 months to 17 years,"2022-23, West Virginia: 6 months to 17 years"
2022-23,NOV,21371,139564,New Mexico,0.1531,13-17 years,"2022-23, New Mexico: 13-17 years"
2022-23,NOV,36742,154434,Arkansas,0.2379,5-8 years,"2022-23, Arkansas: 5-8 years"
2023-24,FEB,2692,9510.5,Wyoming,0.283,6-23 months,"2023-24, Wyoming: 6-23 months"
2023-24,FEB,1707056,4574131,Wisconsin,0.3732,18+ years,"2023-24, Wisconsin: 18+ years"
2023-24,MAR,,,South Carolina,,9-12 years,"2023-24, South Carolina: 9-12 years"
2021-22,JAN,63989,205956,Utah,0.3107,5-8 years,"2021-22, Utah: 5-8 years"
2021-22,MAY,52354,147011,Utah,0.3561,2-4 years,"2021-22, Utah: 2-4 years"
2021-22,MAY,14899,42112,North Dakota,0.3538,5-8 years,"2021-22, North Dakota: 5-8 years"
2021-22,OCT,280575,2437453.5,Georgia,0.1151,6 months to 17 years,"2021-22, Georgia: 6 months to 17 years"
2021-22,OCT,56881,301025,Maryland,0.189,9-12 years,"2021-22, Maryland: 9-12 years"
2021-22,SEP,1,5706,Federated States of Micronesia,0.0002,2-4 years,"2021-22, Federated States of Micronesia: 2-4 years"
2023-24,FEB,,,South Carolina,,9-12 years,"2023-24, South Carolina: 9-12 years"
2023-24,JAN,70456,201301,Delaware,0.35,50-64 years,"2023-24, Delaware: 50-64 years"
2023-24,JUL,2,247042,Tennessee,8.0958e-06,2-4 years,"2023-24, Tennessee: 2-4 years"
2023-24,MAR,2127,12020,N. Mariana Islands,0.177,50-64 years,"2023-24, N. Mariana Islands: 50-64 years"
2022-23,AUG,238,301827,Louisiana,0.0008,13-17 years,"2022-23, Louisiana: 13-17 years"
2022-23,JUN,,,Kansas,,5-8 years,"2022-23, Kansas: 5-8 years"
2022-23,MAR,22582,108898,Wyoming,0.2074,50-64 years,"2022-23, Wyoming: 50-64 years"
2022-23,MAY,77,4829.5,Republic of Palau,0.0159,6 months to 17 years,"2022-23, Republic of Palau: 6 months to 17 years"
2022-23,NOV,452150,2522821,California,0.1792,13-17 years,"2022-23, California: 13-17 years"
2022-23,NOV,2309586,8789112,New York (excluding New York City),0.2628,18+ years,"2022-23, New York (excluding New York City): 18+ years"
2021-22,APR,419236,2499695,Missouri,0.1677,18-49 years,"2021-22, Missouri: 18-49 years"
2021-22,JAN,68229,247935,Vermont,0.2752,18-49 years,"2021-22, Vermont: 18-49 years"
2021-22,MAY,358629,1375870,Idaho,0.2607,18+ years,"2021-22, Idaho: 18+ years"
2021-22,NOV,8,34647,Federated States of Micronesia,0.0002,6 months to 17 years,"2021-22, Federated States of Micronesia: 6 months to 17 years"
2021-22,SEP,,,Nebraska,,65+ years,"2021-22, Nebraska: 65+ years"
2021-22,SEP,173525,2438002,Iowa,0.0712,18+ years,"2021-22, Iowa: 18+ years"
2023-24,FEB,1062781,2060818,New York (excluding New York City),0.5157,65+ years,"2023-24, New York (excluding New York City): 65+ years"
2023-24,MAR,,,Virginia,,50-64 years,"2023-24, Virginia: 50-64 years"
2022-23,APR,,,Rhode Island,,6 months to 17 years,"2022-23, Rhode Island: 6 months to 17 years"
2022-23,FEB,71734,329715,North Dakota,0.2176,18-49 years,"2022-23, North Dakota: 18-49 years"
2022-23,JUN,2294596,8200096,New York City,0.2798,Overall,"2022-23, New York City: Overall"
2022-23,MAY,113833,332603,Florida,0.3422,6-23 months,"2022-23, Florida: 6-23 months"
2023-24,DEC,10449,79949,West Virginia,0.1307,5-8 years,"2023-24, West Virginia: 5-8 years"
2023-24,DEC,,,Kansas,,9-12 years,"2023-24, Kansas: 9-12 years"
2021-22,APR,21048,72986,New Mexico,0.2884,2-4 years,"2021-22, New Mexico: 2-4 years"
2021-22,APR,145394,365488,New York (excluding New York City),0.3978,2-4 years,"2021-22, New York (excluding New York City): 2-4 years"
2021-22,MAR,139567,735062,Georgia,0.1899,13-17 years,"2021-22, Georgia: 13-17 years"
2021-22,MAY,1362,70741,Guam,0.0193,18-49 years,"2021-22, Guam: 18-49 years"
2021-22,OCT,57934,460572,Washington,0.1258,13-17 years,"2021-22, Washington: 13-17 years"
2021-22,SEP,2067,139564,New Mexico,0.0148,13-17 years,"2021-22, New Mexico: 13-17 years"
2022-23,MAY,153854,929182.5,Oklahoma,0.1656,6 months to 17 years,"2022-23, Oklahoma: 6 months to 17 years"
2023-24,DEC,,,Hawaii,,2-4 years,"2023-24, Hawaii: 2-4 years"
2021-22,SEP,1,10568,Republic of Palau,0.0001,18-49 years,"2021-22, Republic of Palau: 18-49 years"
2021-22,SEP,,,Nebraska,,18+ years,"2021-22, Nebraska: 18+ years"
2022-23,APR,16391,149649,Mississippi,0.1095,5-8 years,"2022-23, Mississippi: 5-8 years"
2022-23,JUL,1,114544,Guam,8.7303e-06,18+ years,"2022-23, Guam: 18+ years"
2022-23,JUL,818,8200096,New York City,0.0001,Overall,"2022-23, New York City: Overall"
2022-23,JUN,517022,1415568,Washington,0.3652,50-64 years,"2022-23, Washington: 50-64 years"
2021-22,APR,75955,212574,South Dakota,0.3573,6 months to 17 years,"2021-22, South Dakota: 6 months to 17 years"
2021-22,JUL,2,8832618,New Jersey,2.2643e-07,Overall,"2021-22, New Jersey: Overall"
2021-22,NOV,2048068,10647521,Georgia,0.1924,Overall,"2021-22, Georgia: Overall"
2021-22,OCT,91126,197594,Delaware,0.4612,65+ years,"2021-22, Delaware: 65+ years"
2021-22,SEP,,,Virginia,,2-4 years,"2021-22, Virginia: 2-4 years"
2022-23,JAN,215632,510181,Vermont,0.4227,18+ years,"2022-23, Vermont: 18+ years"
2023-24,MAR,,,Massachusetts,,2-4 years,"2023-24, Massachusetts: 2-4 years"
2023-24,NOV,385118,1415568,Washington,0.2721,50-64 years,"2023-24, Washington: 50-64 years"
2023-24,OCT,1552532,7220373,California,0.215,50-64 years,"2023-24, California: 50-64 years"
2022-23,MAR,36,1951,U.S. Virgin Islands ,0.0185,6-23 months,"2022-23, U.S. Virgin Islands : 6-23 months"
2022-23,MAY,1327470,3539890,Connecticut,0.375,Overall,"2022-23, Connecticut: Overall"
2022-23,SEP,101086,2330808,Arkansas,0.0434,18+ years,"2022-23, Arkansas: 18+ years"
2023-24,DEC,21190,139564,New Mexico,0.1518,13-17 years,"2023-24, New Mexico: 13-17 years"
2023-24,DEC,148307,1334197,Nevada,0.1112,18-49 years,"2023-24, Nevada: 18-49 years"
2023-24,FEB,352,22448,U.S. Virgin Islands ,0.0157,50-64 years,"2023-24, U.S. Virgin Islands : 50-64 years"
2021-22,DEC,,,Kansas,,2-4 years,"2021-22, Kansas: 2-4 years"
2021-22,FEB,1045226,3226163.5,Utah,0.324,Overall,"2021-22, Utah: Overall"
2021-22,JAN,75389,561642,Mississippi,0.1342,50-64 years,"2021-22, Mississippi: 50-64 years"
2021-22,JUL,,,Rhode Island,,6 months to 17 years,"2021-22, Rhode Island: 6 months to 17 years"
2021-22,JUN,218354,975661.5,Kentucky,0.2238,6 months to 17 years,"2021-22, Kentucky: 6 months to 17 years"
2021-22,OCT,18949,173878,Alaska,0.109,6 months to 17 years,"2021-22, Alaska: 6 months to 17 years"
2023-24,AUG,814,433368,Tennessee,0.0019,13-17 years,"2023-24, Tennessee: 13-17 years"
2023-24,SEP,168778,1180543,Tennessee,0.143,65+ years,"2023-24, Tennessee: 65+ years"
2021-22,DEC,,,Kansas,,5-8 years,"2021-22, Kansas: 5-8 years"
2021-22,FEB,27492,105409,District of Columbia,0.2608,50-64 years,"2021-22, District of Columbia: 50-64 years"
2021-22,JAN,33422,181154,Louisiana,0.1845,2-4 years,"2021-22, Louisiana: 2-4 years"
2021-22,MAY,12167882,39144646,California,0.3108,Overall,"2021-22, California: Overall"
2021-22,NOV,161023,678480,New York (excluding New York City),0.2373,13-17 years,"2021-22, New York (excluding New York City): 13-17 years"
2021-22,NOV,,,Virginia,,50-64 years,"2021-22, Virginia: 50-64 years"
2021-22,OCT,65612,735062,Georgia,0.0893,13-17 years,"2021-22, Georgia: 13-17 years"
2022-23,JAN,15370,54115,Nevada,0.284,6-23 months,"2022-23, Nevada: 6-23 months"
2022-23,MAY,46636,245322,Alabama,0.1901,9-12 years,"2022-23, Alabama: 9-12 years"
2023-24,AUG,33660,6846888.5,Tennessee,0.0049,Overall,"2023-24, Tennessee: Overall"
2021-22,DEC,37675,136613,Oregon,0.2758,2-4 years,"2021-22, Oregon: 2-4 years"
2022-23,FEB,75075,433368,Tennessee,0.1732,13-17 years,"2022-23, Tennessee: 13-17 years"
2022-23,FEB,,,Massachusetts,,65+ years,"2022-23, Massachusetts: 65+ years"
2022-23,FEB,749190,3834249,Alabama,0.1954,18+ years,"2022-23, Alabama: 18+ years"
2022-23,JUN,326620,763750,Louisiana,0.4277,65+ years,"2022-23, Louisiana: 65+ years"
2022-23,SEP,521,2608,American Samoa,0.1998,2-4 years,"2022-23, American Samoa: 2-4 years"
2023-24,DEC,69302,1212056,Mississippi,0.0572,18-49 years,"2023-24, Mississippi: 18-49 years"
